Price,Close,High,Low,Open,Volume
Ticker,ATMVU,ATMVU,ATMVU,ATMVU,ATMVU
Date,,,,,
2024-02-26,10.850000381469727,10.850000381469727,10.850000381469727,10.850000381469727,0
2024-02-27,10.850000381469727,10.850000381469727,10.850000381469727,10.850000381469727,0
2024-02-28,10.850000381469727,10.850000381469727,10.850000381469727,10.850000381469727,0
2024-02-29,10.850000381469727,10.850000381469727,10.850000381469727,10.850000381469727,0
2024-03-01,10.880000114440918,10.880000114440918,10.850000381469727,10.850000381469727,600
2024-03-04,10.880000114440918,10.880000114440918,10.880000114440918,10.880000114440918,0
2024-03-05,10.899999618530273,10.899999618530273,10.899999618530273,10.899999618530273,100
2024-03-06,10.899999618530273,10.899999618530273,10.899999618530273,10.899999618530273,0
2024-03-07,10.899999618530273,10.899999618530273,10.899999618530273,10.899999618530273,0
2024-03-08,10.899999618530273,10.899999618530273,10.899999618530273,10.899999618530273,0
2024-03-11,10.930999755859375,10.930999755859375,10.930999755859375,10.930999755859375,1200
2024-03-12,10.930000305175781,10.930000305175781,10.930000305175781,10.930000305175781,100
2024-03-13,10.930000305175781,10.930000305175781,10.920000076293945,10.920000076293945,200
2024-03-14,10.930000305175781,10.930000305175781,10.930000305175781,10.930000305175781,0
2024-03-15,10.930000305175781,10.930000305175781,10.930000305175781,10.930000305175781,0
2024-03-18,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,200
2024-03-19,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-03-20,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,400
2024-03-21,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-03-22,10.994999885559082,10.994999885559082,10.9399995803833,10.9399995803833,400
2024-03-25,10.994999885559082,10.994999885559082,10.994999885559082,10.994999885559082,0
2024-03-26,10.994999885559082,10.994999885559082,10.994999885559082,10.994999885559082,0
2024-03-27,10.970000267028809,11.050000190734863,10.970000267028809,11.050000190734863,500
2024-03-28,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0
2024-04-01,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0
2024-04-02,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0
2024-04-03,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0
2024-04-04,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0
2024-04-05,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,5600
2024-04-08,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-04-09,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-04-10,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,200
2024-04-11,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-04-12,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
2024-04-15,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0
