Price,Close,High,Low,Open,Volume
Ticker,DXF,DXF,DXF,DXF,DXF
Date,,,,,
2025-01-24,29.0,29.0,29.0,29.0,0
2025-01-27,7.75,7.75,7.75,7.75,0
2025-01-28,20.790000915527344,20.790000915527344,20.790000915527344,20.790000915527344,0
2025-01-29,22.969999313354492,22.969999313354492,22.969999313354492,22.969999313354492,0
2025-01-30,16.530000686645508,23.850000381469727,15.0,22.639999389648438,217100
2025-01-31,23.969999313354492,48.2599983215332,16.0,17.959999084472656,895500
2025-02-03,27.1200008392334,33.790000915527344,23.75,26.3700008392334,214900
2025-02-04,30.510000228881836,39.349998474121094,28.90999984741211,31.950000762939453,206200
2025-02-05,28.920000076293945,35.0,27.0,30.579999923706055,74000
2025-02-06,28.40999984741211,31.0,27.5,30.200000762939453,27800
2025-02-07,27.889999389648438,31.559999465942383,26.280000686645508,31.549999237060547,33600
2025-02-10,21.6299991607666,30.299999237060547,19.030000686645508,30.299999237060547,51600
2025-02-11,20.219999313354492,23.979999542236328,20.209999084472656,22.079999923706055,20600
2025-02-12,20.420000076293945,21.639999389648438,18.06999969482422,21.6299991607666,18600
2025-02-13,18.739999771118164,22.850000381469727,18.100000381469727,22.850000381469727,23500
2025-02-14,16.100000381469727,20.149999618530273,15.739999771118164,20.149999618530273,27300
2025-02-18,13.5,18.5,12.010000228881836,17.709999084472656,44800
2025-02-19,13.5,18.040000915527344,13.050000190734863,15.899999618530273,135300
2025-02-20,13.520000457763672,15.0,12.100000381469727,13.970000267028809,36300
2025-02-21,10.020000457763672,13.979999542236328,10.020000457763672,13.979999542236328,50900
2025-02-24,10.380000114440918,10.550000190734863,10.020000457763672,10.029999732971191,10367
