Price,Close,High,Low,Open,Volume
Ticker,AAME,AAME,AAME,AAME,AAME
Date,,,,,
2024-02-26,2.6961402893066406,2.7258771020607693,2.577192801962946,2.6465789347164264,2400
2024-02-27,2.6961402893066406,2.7258771020607693,2.6862280183885976,2.6862280183885976,2900
2024-02-28,2.706052541732788,2.7853507085352445,2.706052541732788,2.725877083433402,16400
2024-02-29,2.706052541732788,2.7556138959843235,2.66640345833156,2.735789354283709,6500
2024-03-01,2.6465790271759033,2.8547369600540784,2.6465790271759033,2.696140383497567,8600
2024-03-04,2.616842031478882,2.7357892783825175,2.606929760903579,2.6862279255060026,7100
2024-03-05,2.686228036880493,2.805175288715836,2.597017361676804,2.597017361676804,5400
2024-03-06,2.6961402893066406,2.7655261857329405,2.587105072880989,2.587105072880989,2100
2024-03-07,2.7754385471343994,2.834912174581585,2.6168422072752375,2.6168422072752375,3200
2024-03-08,2.805175304412842,2.8249998464963317,2.795263033371097,2.8249998464963317,900
2024-03-11,2.7357892990112305,2.9736840309394754,2.686227945761007,2.953859489639386,9100
2024-03-12,2.7357892990112305,2.85473678313894,2.696140216411052,2.85473678313894,2100
2024-03-13,2.765526294708252,2.9241228719736014,2.765526294708252,2.795263108634157,12000
2024-03-14,2.765526294708252,2.8943860580476963,2.6465790390046315,2.8943860580476963,3500
2024-03-15,2.686228036880493,2.9042982349058035,2.646578952935379,2.646578952935379,8400
2024-03-18,2.656491279602051,2.8448244322888305,2.656491279602051,2.696140364378215,10000
2024-03-19,2.7754385471343994,2.7952630896167947,2.6961403772048183,2.6961403772048183,1500
2024-03-20,2.765526294708252,2.844824465177332,2.587105174825632,2.844824465177332,12600
2024-03-21,2.765526294708252,2.765526294708252,2.765526294708252,2.765526294708252,300
2024-03-22,2.7556140422821045,2.8547369923748716,2.5970174639299923,2.8547369923748716,13400
2024-03-25,2.7556140422821045,2.7556140422821045,2.7556140422821045,2.7556140422821045,300
2024-03-26,2.725877046585083,2.755613858734023,2.6069297979893236,2.755613858734023,3400
2024-03-27,2.7754385471343994,2.7754385471343994,2.577192885983259,2.577192885983259,17200
2024-03-28,2.7754385471343994,2.7754385471343994,2.478070173571283,2.7655262758932015,25000
2024-04-01,2.7952630519866943,2.8150875942022098,2.4978946824267796,2.775438509771179,13600
2024-04-02,2.557368278503418,2.6961403086803766,2.388859671685832,2.6267544117554884,22800
2024-04-03,2.160877227783203,2.4879824105675983,2.1509649566784392,2.398771970624723,20900
2024-04-04,2.1509649753570557,2.309561314410503,2.1509649753570557,2.309561314410503,2800
2024-04-05,2.1707894802093506,2.240175377345665,2.1707894802093506,2.2005262932677714,2200
2024-04-08,2.1509649753570557,2.200526331311258,2.1509649753570557,2.200526331311258,1000
2024-04-09,2.0914909839630127,2.200526196720526,2.0914909839630127,2.180701655551373,2300
2024-04-10,2.259999990463257,2.259999990463257,2.061754327511633,2.061754327511633,5000
2024-04-11,2.2300000190734863,2.259999990463257,2.130000114440918,2.259999990463257,1800
2024-04-12,2.190000057220459,2.240000009536743,2.1700000762939453,2.240000009536743,3700
2024-04-15,2.0199999809265137,2.25,2.0,2.0199999809265137,9500
2024-04-16,1.9900000095367432,2.1700000762939453,1.9900000095367432,2.0,5900
2024-04-17,1.9600000381469727,2.140000104904175,1.9600000381469727,2.119999885559082,9400
